Latitude,Longitude,Date,Time_UTC,Depth,Depth Type,Magnitude Type,Magnitude,Region Name,Last Update,Eqid,unknown field
13.81,121.1,2020-04-22,03:19:57,10,f,mb,4.5,MINDORO, PHILIPPINES,2020-04-28 23:17,850323
13.76,120.92,2020-04-22,02:36:19,10, , M,4.2,MINDORO, PHILIPPINES,2020-04-22 03:50,850325
10.45,125.2,2020-04-21,21:43:05,10,f,mb,4.7,LEYTE, PHILIPPINES,2020-04-21 22:55,850252
6.69,125.23,2020-04-18,15:22:16,32, , M,3.6,MINDANAO, PHILIPPINES,2020-04-18 15:35,849329
5.65,126.54,2020-04-10,18:45:49,80, ,Mw,5.2,MINDANAO, PHILIPPINES,2020-04-11 06:41,846838
20.45,122.12,2020-04-10,16:44:56,166, ,Mw,5.9,BATAN ISL REGION, PHILIPPINES,2020-04-11 06:38,846810
9.22,124.01,2020-04-07,12:30:36,18, , M,4.4,BOHOL, PHILIPPINES,2020-04-07 12:45,845855
5.76,125.14,2020-03-26,15:38:02,50,f,Mw,6.1,MINDANAO, PHILIPPINES,2020-03-26 16:34,842102
6.7,125.18,2020-03-22,16:34:50,12, , M,4,MINDANAO, PHILIPPINES,2020-03-22 16:51,840861
14.94,120.17,2020-03-19,06:49:48,65, ,mb,4.6,LUZON, PHILIPPINES,2020-03-19 07:55,839763
15,119.79,2020-03-19,06:33:00,25, , M,4.6,LUZON, PHILIPPINES,2020-03-19 07:01,839767
15.94,120.15,2020-03-18,13:20:13,8, , M,3.9,LUZON, PHILIPPINES,2020-03-19 12:21,839487
16.17,120.08,2020-03-14,00:13:50,80, ,mb,4.4,LUZON, PHILIPPINES,2020-03-20 07:52,838239
6.73,125.01,2020-03-13,18:37:34,15, , M,3.9,MINDANAO, PHILIPPINES,2020-03-13 18:52,838178
7.72,121.98,2020-03-03,14:55:38,40, ,Mw,5,MINDANAO, PHILIPPINES,2020-03-03 15:51,835282
11.49,124.42,2020-03-03,06:51:14,100, ,mb,4.2,LEYTE, PHILIPPINES,2020-03-03 07:51,835160
11.33,124.64,2020-03-01,21:19:24,40, ,mb,5.2,LEYTE, PHILIPPINES,2020-03-01 22:04,834779
6.85,124.99,2020-02-27,01:03:20,10,f,mb,4.6,MINDANAO, PHILIPPINES,2020-02-27 07:50,833622
6.05,124.03,2020-02-25,13:13:09,541, ,mb,4.4,MINDANAO, PHILIPPINES,2020-02-25 15:47,833199
6.96,126.15,2020-02-20,23:59:15,39, ,mb,4.3,MINDANAO, PHILIPPINES,2020-02-28 03:26,831832
5.65,125.61,2020-02-20,09:54:06,200, ,Mw,5.4,MINDANAO, PHILIPPINES,2020-02-20 14:19,831699
14.33,121.38,2020-02-14,12:28:48,7, , M,3.7,LUZON, PHILIPPINES,2020-02-14 13:21,829892
5.49,126.57,2020-02-06,13:40:05,10,f,Mw,6,MINDANAO, PHILIPPINES,2020-02-06 13:53,827418
6.61,125.26,2020-02-05,18:23:52,17, , M,3.7,MINDANAO, PHILIPPINES,2020-02-05 18:35,827175
6.32,125.37,2020-02-03,17:51:55,4, , M,4,MINDANAO, PHILIPPINES,2020-02-03 18:05,826479
6.65,125.42,2020-01-31,11:18:49,40, ,mb,5.2,MINDANAO, PHILIPPINES,2020-01-31 13:03,825307
5.79,125.3,2020-01-23,00:54:37,11, , M,3.6,MINDANAO, PHILIPPINES,2020-01-23 01:05,821966
13.74,120.9,2020-01-19,12:59:03,12, , M,4.2,MINDORO, PHILIPPINES,2020-01-19 13:10,820873
5.73,126.16,2020-01-17,11:03:23,111, ,mb,4.8,MINDANAO, PHILIPPINES,2020-01-17 15:37,820199
5.99,126,2020-01-17,04:28:05,164, ,mb,4.7,MINDANAO, PHILIPPINES,2020-01-17 08:04,820121
6.42,123.97,2020-01-15,11:12:22,27, , M,3.5,MORO GULF  MINDANAO , PHILIPPINES,2020-01-15 11:25,819532
14.01,120.91,2020-01-15,04:19:27,10, , M,3.6,LUZON, PHILIPPINES,2020-01-15 04:45,819452
14.12,121.09,2020-01-13,18:05:52,6, , M,3.9,LUZON, PHILIPPINES,2020-01-13 18:20,819107
13.93,121.26,2020-01-13,15:39:33,10,f,Mw,4.4,MINDORO, PHILIPPINES,2020-01-14 11:44,819082
14,120.88,2020-01-13,11:48:54,5, , M,3.7,LUZON, PHILIPPINES,2020-01-13 12:00,819029
13.97,120.92,2020-01-13,07:41:41,5, , M,3.6,MINDORO, PHILIPPINES,2020-01-13 07:50,818981
13.95,120.84,2020-01-13,04:07:35,6, , M,4.1,MINDORO, PHILIPPINES,2020-01-13 04:26,818953
13.96,120.89,2020-01-13,03:37:49,7, , M,3.7,MINDORO, PHILIPPINES,2020-01-13 03:50,818950
14.03,120.92,2020-01-13,01:07:42,7, , M,4,LUZON, PHILIPPINES,2020-01-13 01:40,818920
14.03,120.87,2020-01-12,22:13:34,12, , M,3.5,LUZON, PHILIPPINES,2020-01-12 22:30,818887
14.09,121.36,2020-01-12,20:55:46,32, ,mb,4.6,LUZON, PHILIPPINES,2020-01-13 07:53,818868
13.99,120.89,2020-01-12,20:08:39,6, , M,4.1,MINDORO, PHILIPPINES,2020-01-12 21:03,818867
13.98,120.88,2020-01-12,19:11:48,10, , M,4.1,MINDORO, PHILIPPINES,2020-01-12 19:30,818857
14.01,121.01,2020-01-12,16:15:29,21, , M,3.6,LUZON, PHILIPPINES,2020-01-12 16:30,818834
13.96,120.95,2020-01-12,15:51:43,7, , M,3.8,MINDORO, PHILIPPINES,2020-01-12 16:05,818829
14.07,120.88,2020-01-12,15:24:52,1, , M,3.6,LUZON, PHILIPPINES,2020-01-12 15:35,818825
13.98,120.93,2020-01-12,14:43:44,4, , M,3.9,MINDORO, PHILIPPINES,2020-01-12 14:55,818821
14.16,120.97,2020-01-12,11:03:48,7, , M,3.9,LUZON, PHILIPPINES,2020-01-12 11:25,818781
9.51,126.18,2020-01-12,10:53:45,38, ,mb,5.1,MINDANAO, PHILIPPINES,2020-01-12 18:53,818780
13.96,120.91,2020-01-12,10:22:37,2, , M,3.9,MINDORO, PHILIPPINES,2020-01-12 10:50,818776
15.04,119.83,2020-01-09,14:16:41,25, , M,4,LUZON, PHILIPPINES,2020-01-10 04:00,818245
15.4,120.66,2020-01-07,18:55:11,26, , M,3.8,LUZON, PHILIPPINES,2020-01-07 19:17,817566
15.76,119.09,2020-01-06,20:46:23,4, , M,3.5,LUZON, PHILIPPINES,2020-01-06 21:00,817321
5.19,125.47,2020-01-06,07:25:36,60, ,mb,5.2,MINDANAO, PHILIPPINES,2020-01-06 07:52,817221
6.14,126.2,2020-01-06,02:58:29,87, ,mb,4.6,MINDANAO, PHILIPPINES,2020-01-06 07:51,817187
6.14,126.2,2020-01-05,18:58:52,80, ,Mw,5.1,MINDANAO, PHILIPPINES,2020-01-06 07:39,817105
12.29,124.44,2020-01-05,11:03:57,23, , M,4.3,SAMAR, PHILIPPINES,2020-01-05 11:21,817047
6.39,125.27,2020-01-04,12:40:06,27, , M,3.5,MINDANAO, PHILIPPINES,2020-01-04 12:56,816865
6.53,125.27,2020-01-01,08:03:34,2, , M,3.6,MINDANAO, PHILIPPINES,2020-01-02 07:00,816317
6.7,125.17,2019-12-30,11:22:28,15, , M,3.8,MINDANAO, PHILIPPINES,2019-12-30 11:40,815626
11.2,122.71,2019-12-26,12:19:51,40, ,mb,5,PANAY, PHILIPPINES,2019-12-26 23:30,814821
7.65,124.73,2019-12-26,08:08:28,15, , M,4.4,MINDANAO, PHILIPPINES,2019-12-26 18:59,814784
6.63,125.15,2019-12-22,07:39:37,10, ,mb,4.9,MINDANAO, PHILIPPINES,2019-12-22 12:42,813909
6.78,125.29,2019-12-22,03:23:15,30, ,mb,4.8,MINDANAO, PHILIPPINES,2019-12-22 12:45,813874
6.62,125.36,2019-12-21,21:26:53,30, ,mb,5,MINDANAO, PHILIPPINES,2019-12-22 12:59,813815
6.63,125.24,2019-12-21,10:44:00,1, , M,4.4,MINDANAO, PHILIPPINES,2019-12-21 11:02,813715
6.54,124.97,2019-12-20,16:59:57,44, , M,3.6,MINDANAO, PHILIPPINES,2019-12-20 17:10,813574
6.67,125.25,2019-12-20,16:55:48,15, ,mb,4.8,MINDANAO, PHILIPPINES,2019-12-21 10:03,813571
6.72,125.09,2019-12-19,15:04:04,10, , M,3.5,MINDANAO, PHILIPPINES,2019-12-19 15:25,813346
6.69,125.27,2019-12-19,10:11:51,10,f,mb,4.7,MINDANAO, PHILIPPINES,2019-12-19 11:09,813282
6.62,125.21,2019-12-18,14:18:29,7, , M,3.8,MINDANAO, PHILIPPINES,2019-12-18 14:35,813090
6.65,125.21,2019-12-18,00:45:07,5, , M,3.5,MINDANAO, PHILIPPINES,2019-12-18 18:51,813137
6.67,125.27,2019-12-18,00:22:32,10,f,mb,5,MINDANAO, PHILIPPINES,2019-12-19 15:23,812936
6.53,125.48,2019-12-17,20:18:05,10,f,Mw,5.4,MINDANAO, PHILIPPINES,2019-12-18 07:56,812884
6.64,125.19,2019-12-17,19:16:14,24, , M,3.6,MINDANAO, PHILIPPINES,2019-12-17 19:35,812874
6.6,125.19,2019-12-17,06:07:17,10,f,mb,4.9,MINDANAO, PHILIPPINES,2019-12-17 07:55,812701
6.55,125.28,2019-12-17,06:00:54,22, , M,3.6,MINDANAO, PHILIPPINES,2019-12-17 06:25,812704
5.23,126.65,2019-12-16,22:47:50,97, , M,4.4,MINDANAO, PHILIPPINES,2019-12-16 23:00,812634
6.55,125.32,2019-12-16,16:21:53,10, ,Mw,4.9,MINDANAO, PHILIPPINES,2019-12-17 07:47,812577
6.71,125.14,2019-12-16,12:34:02,10,f,mb,4.6,MINDANAO, PHILIPPINES,2019-12-16 13:01,812531
6.65,125.2,2019-12-16,10:37:13,6, , M,4.4,MINDANAO, PHILIPPINES,2019-12-16 10:55,812508
6.64,125.45,2019-12-16,08:53:31,30, ,Mw,5,MINDANAO, PHILIPPINES,2019-12-16 09:22,812482
6.61,125.35,2019-12-16,06:45:55,13, , M,3.8,MINDANAO, PHILIPPINES,2019-12-16 07:07,812455
6.69,125.35,2019-12-15,19:02:03,10,f,mb,4.8,MINDANAO, PHILIPPINES,2019-12-16 08:14,812338
6.61,125.35,2019-12-15,12:38:53,10,f,mb,5.3,MINDANAO, PHILIPPINES,2019-12-16 08:10,812256
6.62,125.16,2019-12-15,11:15:35,10,f,mb,4.7,MINDANAO, PHILIPPINES,2019-12-16 08:02,812245
6.63,125.33,2019-12-15,07:53:45,30, ,mb,5.1,MINDANAO, PHILIPPINES,2019-12-15 09:56,812212
6.74,125.19,2019-12-15,07:49:54,15, ,mb,4.9,MINDANAO, PHILIPPINES,2019-12-15 09:52,812210
6.62,125.32,2019-12-15,07:33:54,10,f,mb,4.7,MINDANAO, PHILIPPINES,2019-12-16 07:58,812208
6.55,125.4,2019-12-15,07:09:21,10, ,mb,5.7,MINDANAO, PHILIPPINES,2019-12-15 09:32,812204
6.77,125.27,2019-12-15,06:34:57,17, ,mb,4.9,MINDANAO, PHILIPPINES,2019-12-15 07:43,812207
6.65,125.26,2019-12-15,06:32:24,8, ,mb,5,MINDANAO, PHILIPPINES,2019-12-15 09:55,812198
6.73,125.15,2019-12-15,06:11:52,20,f,Mw,6.8,MINDANAO, PHILIPPINES,2019-12-16 16:05,812196
6.45,126.28,2019-12-14,06:39:45,89, ,mb,4.8,MINDANAO, PHILIPPINES,2019-12-14 09:29,812026
5.35,126.78,2019-12-05,12:24:46,73, ,Mw,5.5,MINDANAO, PHILIPPINES,2019-12-05 12:49,810073
6.82,125.24,2019-11-25,12:43:34,11, , M,3.5,MINDANAO, PHILIPPINES,2019-11-25 12:57,807632
6.75,125,2019-11-20,22:31:35,10,f,mb,4.6,MINDANAO, PHILIPPINES,2019-11-20 22:55,806670
6.97,125.97,2019-11-19,07:00:58,32, , M,4.2,MINDANAO, PHILIPPINES,2019-11-19 07:20,806317
7.65,125.04,2019-11-18,13:22:11,20, ,Mw,5.9,MINDANAO, PHILIPPINES,2019-11-18 13:39,806189
9.31,123.19,2019-11-17,17:21:17,4, , M,3.8,NEGROS- CEBU REG, PHILIPPINES,2019-11-17 17:35,806040
6.45,124.69,2019-11-17,02:30:50,11, , M,3.5,MINDANAO, PHILIPPINES,2019-11-17 02:45,805896
6.92,125.02,2019-11-16,22:15:56,14, , M,3.8,MINDANAO, PHILIPPINES,2019-11-16 22:40,805853
7.64,124.9,2019-11-16,05:43:16,3, , M,3.8,MINDANAO, PHILIPPINES,2019-11-16 05:55,805705
7.39,124.84,2019-11-16,01:36:36,10, ,mb,4.6,MINDANAO, PHILIPPINES,2019-11-16 16:45,805648
16.31,121.78,2019-11-13,14:28:05,85, ,mb,4.9,LUZON, PHILIPPINES,2019-11-13 15:54,805069
14.94,122.55,2019-11-12,10:28:56,1, , M,3.5,LUZON, PHILIPPINES,2019-11-12 10:40,804817
7.09,125.27,2019-11-10,01:02:26,24, , M,3.5,MINDANAO, PHILIPPINES,2019-11-10 01:10,804364
7.01,125.37,2019-11-10,00:31:35,1, , M,3.5,MINDANAO, PHILIPPINES,2019-11-10 00:52,804363
5.54,126.68,2019-11-09,17:21:14,9, , M,3.7,MINDANAO, PHILIPPINES,2019-11-09 17:35,804310
6.7,125.05,2019-11-08,05:38:32,15, , M,4.1,MINDANAO, PHILIPPINES,2019-11-08 06:00,803948
10.81,125.8,2019-11-08,05:31:42,33, ,Mw,5.2,LEYTE, PHILIPPINES,2019-11-08 07:56,803944
5.64,126.29,2019-11-07,22:41:28,106, ,Mw,5,MINDANAO, PHILIPPINES,2019-11-08 07:48,803861
14.89,122.72,2019-11-06,20:52:55,10,f,Mw,5.6,LUZON, PHILIPPINES,2019-11-07 07:47,803622
7.02,125.22,2019-11-06,17:00:10,22, , M,3.8,MINDANAO, PHILIPPINES,2019-11-07 08:37,803717
7.01,125.33,2019-11-06,15:30:51,4, , M,3.4,MINDANAO, PHILIPPINES,2019-11-07 08:37,803719
6.68,125.1,2019-11-05,09:18:56,23, , M,3.6,MINDANAO, PHILIPPINES,2019-11-07 08:37,803263
14.56,119.94,2019-11-04,14:50:05,30, ,mb,4.9,LUZON, PHILIPPINES,2019-11-04 15:21,803070
6.87,125.08,2019-11-03,11:35:18,3, , M,4,MINDANAO, PHILIPPINES,2019-11-03 11:45,802829
6.88,125.07,2019-11-01,18:38:36,10,f,mb,4.9,MINDANAO, PHILIPPINES,2019-11-02 23:41,802519
7.17,125.4,2019-11-01,08:18:44,15, , M,4,MINDANAO, PHILIPPINES,2019-11-01 08:35,802431
6.78,125.1,2019-11-01,06:07:56,10, ,mb,4.9,MINDANAO, PHILIPPINES,2019-11-01 07:51,802408
6.75,125.14,2019-10-31,23:18:20,10, ,mb,4.7,MINDANAO, PHILIPPINES,2019-11-01 07:40,802354
6.79,125.1,2019-10-31,17:35:29,10,f,mb,4.9,MINDANAO, PHILIPPINES,2019-11-01 07:34,802307
6.71,125.37,2019-10-31,16:59:32,10, , M,4.4,MINDANAO, PHILIPPINES,2019-10-31 17:06,802301
6.86,124.8,2019-10-31,12:42:17,66, , M,4.4,MINDANAO, PHILIPPINES,2019-10-31 13:25,802249
5.82,126.25,2019-10-31,11:56:02,145, , M,4,MINDANAO, PHILIPPINES,2019-10-31 12:15,802245
7.06,125.43,2019-10-31,10:41:18,10,f,mb,4.5,MINDANAO, PHILIPPINES,2019-10-31 12:15,802232
6.73,125.19,2019-10-31,08:56:40,10,f,mb,4.8,MINDANAO, PHILIPPINES,2019-10-31 10:49,802215
6.9,125.03,2019-10-31,05:59:05,25, , M,4.2,MINDANAO, PHILIPPINES,2019-10-31 06:13,802190
6.81,125.17,2019-10-31,05:34:22,10,f,mb,4.6,MINDANAO, PHILIPPINES,2019-10-31 07:42,802187
6.78,125.43,2019-10-31,05:12:56,10, , M,4.4,MINDANAO, PHILIPPINES,2019-10-31 05:25,802184
6.96,125.22,2019-10-31,01:11:18,10,f,Mw,6.5,MINDANAO, PHILIPPINES,2019-10-31 01:35,802155
6.96,125.05,2019-10-30,20:35:49,1, , M,4.4,MINDANAO, PHILIPPINES,2019-10-30 20:50,802124
6.82,125.13,2019-10-30,18:23:46,10,f,mb,4.7,MINDANAO, PHILIPPINES,2019-10-31 07:37,802102
6.71,124.96,2019-10-30,16:35:24,10,f,mb,4.4,MINDANAO, PHILIPPINES,2019-11-08 05:42,802088
7,125.01,2019-10-30,11:52:11,3, , M,4.1,MINDANAO, PHILIPPINES,2019-10-30 12:05,802024
6.72,125.09,2019-10-30,08:00:14,10,f,mb,4.8,MINDANAO, PHILIPPINES,2019-10-30 09:00,802005
6.86,125.14,2019-10-30,01:38:00,10,f,mb,4.9,MINDANAO, PHILIPPINES,2019-10-30 07:41,801945
6.87,125.17,2019-10-30,00:37:01,10,f,mb,4.8,MINDANAO, PHILIPPINES,2019-10-30 07:40,801940
6.74,125.04,2019-10-29,22:21:33,16, ,mb,4.6,MINDANAO, PHILIPPINES,2019-11-08 04:58,801927
6.83,125.14,2019-10-29,21:22:07,10,f,mb,4.9,MINDANAO, PHILIPPINES,2019-10-30 07:37,801915
6.92,125.03,2019-10-29,17:47:50,10,f,mb,4.8,MINDANAO, PHILIPPINES,2019-10-30 07:33,801884
6.84,124.91,2019-10-29,17:35:24,10, , M,4.1,MINDANAO, PHILIPPINES,2019-10-29 17:55,801883
6.68,125.08,2019-10-29,15:13:14,10,f,mb,4.5,MINDANAO, PHILIPPINES,2019-11-06 20:58,801869
6.79,125.18,2019-10-29,08:46:02,10,f,mb,5.2,MINDANAO, PHILIPPINES,2019-10-29 10:51,801786
6.9,125.01,2019-10-29,08:33:11,10,f,Mw,5.3,MINDANAO, PHILIPPINES,2019-10-29 09:06,801783
5.11,126.6,2019-10-29,04:15:42,78, , M,4,MINDANAO, PHILIPPINES,2019-10-29 04:41,801747
6.74,124.9,2019-10-29,03:22:22,17, , M,4.4,MINDANAO, PHILIPPINES,2019-10-29 04:00,801741
6.84,124.92,2019-10-29,02:52:36,19, , M,4.3,MINDANAO, PHILIPPINES,2019-10-29 03:40,801738
6.89,125.08,2019-10-29,02:42:37,10,f,Mw,5.8,MINDANAO, PHILIPPINES,2019-10-29 07:52,801733
6.83,125.14,2019-10-29,02:22:35,10,f,mb,5,MINDANAO, PHILIPPINES,2019-10-29 07:50,801726
6.74,125.23,2019-10-29,02:20:33,10, ,mb,5,MINDANAO, PHILIPPINES,2019-10-29 07:49,801724
6.89,125.02,2019-10-29,01:28:05,10, ,mb,5.1,MINDANAO, PHILIPPINES,2019-10-29 07:47,801700
6.83,125.12,2019-10-29,01:04:44,20,f,Mw,6.6,MINDANAO, PHILIPPINES,2019-10-29 01:28,801696
7.02,124.7,2019-10-23,21:53:04,10, , M,4.2,MINDANAO, PHILIPPINES,2019-10-23 22:15,800658
6.76,125.03,2019-10-23,10:22:18,10,f,mb,4.4,MINDANAO, PHILIPPINES,2019-10-23 12:34,800562
6.73,125.08,2019-10-22,18:45:55,30, ,mb,4.5,MINDANAO, PHILIPPINES,2019-10-23 06:45,800415
6.73,124.97,2019-10-21,13:53:05,10,f,mb,4.5,MINDANAO, PHILIPPINES,2019-10-30 16:58,800195
6.59,125.21,2019-10-20,18:32:48,10,f,mb,4.5,MINDANAO, PHILIPPINES,2019-10-21 06:41,800012
6.68,125.26,2019-10-20,12:20:40,10,f,mb,4.7,MINDANAO, PHILIPPINES,2019-10-21 06:38,799964
6.71,125.27,2019-10-20,11:59:43,10,f,mb,5.1,MINDANAO, PHILIPPINES,2019-10-20 13:39,799962
6.73,125.25,2019-10-20,11:50:35,10,f,mb,5,MINDANAO, PHILIPPINES,2019-10-20 13:40,799960
6.65,125.03,2019-10-20,08:55:32,10, ,mb,5.2,MINDANAO, PHILIPPINES,2019-10-20 13:43,799934
